window_id,timestamp,ip,method,path,status_code,response_time_ms,label,scenario
1,2026-07-01T00:09:40+00:00,203.51.1.6,GET,/my-account-2/,200,150.01,0,normal
1,2026-07-01T00:09:43+00:00,203.51.1.5,GET,/shop,200,85.54,0,normal
1,2026-07-01T00:09:54+00:00,203.51.1.7,GET,/my-account-2/,200,39.88,0,normal
1,2026-07-01T00:09:54+00:00,203.51.1.8,GET,/product/shoes,200,146.51,0,normal
1,2026-07-01T00:09:59+00:00,203.51.1.8,GET,/shop,200,43.44,0,normal
2,2026-07-01T00:10:08+00:00,203.51.2.4,GET,/my-account-2/,200,101.18,0,normal
2,2026-07-01T00:10:20+00:00,203.51.2.2,GET,/shop,200,98.55,0,normal
2,2026-07-01T00:10:21+00:00,203.51.2.3,GET,/product/shirt,200,71.7,0,normal
2,2026-07-01T00:10:25+00:00,203.51.2.1,GET,/,200,106.77,0,normal
2,2026-07-01T00:10:27+00:00,203.51.2.6,GET,/product/shoes,200,154.07,0,normal
2,2026-07-01T00:10:30+00:00,203.51.2.7,GET,/shop,200,69.08,0,normal
2,2026-07-01T00:10:43+00:00,203.51.2.4,GET,/,404,79.5,0,normal
2,2026-07-01T00:10:44+00:00,203.51.2.3,GET,/shop,200,71.33,0,normal
2,2026-07-01T00:10:52+00:00,203.51.2.5,GET,/my-account-2/,200,92.19,0,normal
2,2026-07-01T00:10:55+00:00,203.51.2.3,GET,/product/shoes,404,88.91,0,normal
2,2026-07-01T00:10:58+00:00,203.51.2.2,GET,/shop,200,116.75,0,normal
2,2026-07-01T00:10:58+00:00,203.51.2.2,POST,/checkout,200,182.25,0,normal
2,2026-07-01T00:10:58+00:00,203.51.2.6,GET,/shop,302,117.21,0,normal
2,2026-07-01T00:11:01+00:00,203.51.2.3,GET,/,200,137.94,0,normal
2,2026-07-01T00:11:04+00:00,203.51.2.5,GET,/shop,200,84.53,0,normal
2,2026-07-01T00:11:04+00:00,203.51.2.5,GET,/shop,403,58.9,0,normal
2,2026-07-01T00:11:16+00:00,203.51.2.8,GET,/shop,200,73.58,0,normal
2,2026-07-01T00:11:18+00:00,203.51.2.2,GET,/product/shirt,404,112.22,0,normal
2,2026-07-01T00:11:18+00:00,203.51.2.3,GET,/,404,66.7,0,normal
2,2026-07-01T00:11:34+00:00,203.51.2.5,GET,/product/shoes,200,72.98,0,normal
2,2026-07-01T00:11:38+00:00,203.51.2.4,GET,/shop,200,157.65,0,normal
2,2026-07-01T00:11:38+00:00,203.51.2.4,GET,/shop,200,161.05,0,normal
2,2026-07-01T00:11:41+00:00,203.51.2.3,GET,/checkout,200,208.44,0,normal
2,2026-07-01T00:11:41+00:00,203.51.2.8,GET,/product/shoes,200,73.6,0,normal
2,2026-07-01T00:11:46+00:00,203.51.2.8,GET,/wp-content/uploads/banner.jpg,200,129.63,0,normal
2,2026-07-01T00:11:55+00:00,203.51.2.7,GET,/,200,76.08,0,normal
2,2026-07-01T00:11:59+00:00,203.51.2.8,GET,/product/shirt,200,115.88,0,normal
2,2026-07-01T00:12:04+00:00,203.51.2.3,GET,/,200,91.45,0,normal
2,2026-07-01T00:12:09+00:00,203.51.2.2,GET,/product/shirt,302,118.92,0,normal
2,2026-07-01T00:12:17+00:00,203.51.2.3,GET,/my-account-2/,404,116.04,0,normal
2,2026-07-01T00:12:18+00:00,203.51.2.3,GET,/cart,404,60.52,0,normal
2,2026-07-01T00:12:18+00:00,203.51.2.4,GET,/shop,200,83.49,0,normal
2,2026-07-01T00:12:21+00:00,203.51.2.3,GET,/,200,119.45,0,normal
2,2026-07-01T00:12:24+00:00,203.51.2.8,GET,/product/shirt,200,138.25,0,normal
2,2026-07-01T00:12:27+00:00,203.51.2.8,GET,/my-account-2/,302,119.15,0,normal
2,2026-07-01T00:12:35+00:00,203.51.2.7,GET,/,200,132.14,0,normal
2,2026-07-01T00:12:37+00:00,203.51.2.8,GET,/product/shoes,302,129.0,0,normal
2,2026-07-01T00:12:46+00:00,203.51.2.3,GET,/shop,200,64.54,0,normal
2,2026-07-01T00:12:54+00:00,203.51.2.3,GET,/shop,200,81.44,0,normal
2,2026-07-01T00:12:56+00:00,203.51.2.4,GET,/shop,200,82.05,0,normal
2,2026-07-01T00:12:59+00:00,203.51.2.2,GET,/product/shoes,200,109.93,0,normal
2,2026-07-01T00:13:04+00:00,203.51.2.4,GET,/my-account-2/,403,124.56,0,normal
2,2026-07-01T00:13:14+00:00,203.51.2.1,GET,/shop,200,79.52,0,normal
2,2026-07-01T00:13:14+00:00,203.51.2.3,GET,/shop,200,110.14,0,normal
2,2026-07-01T00:13:39+00:00,203.51.2.1,GET,/,200,102.46,0,normal
2,2026-07-01T00:13:41+00:00,203.51.2.8,POST,/cart,200,126.04,0,normal
2,2026-07-01T00:13:46+00:00,203.51.2.7,GET,/product/shirt,200,97.04,0,normal
2,2026-07-01T00:13:50+00:00,203.51.2.8,GET,/,200,122.66,0,normal
2,2026-07-01T00:14:03+00:00,203.51.2.4,GET,/shop,200,85.59,0,normal
2,2026-07-01T00:14:10+00:00,203.51.2.3,GET,/,200,140.2,0,normal
2,2026-07-01T00:14:28+00:00,203.51.2.4,GET,/,200,93.72,0,normal
2,2026-07-01T00:14:33+00:00,203.51.2.1,GET,/product/shoes,404,143.46,0,normal
2,2026-07-01T00:14:36+00:00,203.51.2.8,GET,/cart,200,87.17,0,normal
2,2026-07-01T00:14:42+00:00,203.51.2.8,GET,/my-account-2/,200,132.62,0,normal
2,2026-07-01T00:14:57+00:00,203.51.2.4,GET,/,200,99.3,0,normal
3,2026-07-01T00:15:07+00:00,203.51.3.8,GET,/wp-content/uploads/banner.jpg,302,68.84,0,normal
3,2026-07-01T00:15:22+00:00,203.51.3.4,POST,/checkout,200,108.11,0,normal
3,2026-07-01T00:15:23+00:00,203.51.3.5,GET,/cart,404,116.42,0,normal
3,2026-07-01T00:15:25+00:00,203.51.3.7,GET,/shop,200,87.3,0,normal
3,2026-07-01T00:15:51+00:00,203.51.3.5,GET,/wp-content/uploads/banner.jpg,200,95.42,0,normal
3,2026-07-01T00:15:53+00:00,203.51.3.1,GET,/wp-content/uploads/banner.jpg,200,84.17,0,normal
3,2026-07-01T00:16:00+00:00,203.51.3.3,GET,/,403,143.26,0,normal
3,2026-07-01T00:16:07+00:00,203.51.3.8,GET,/,200,86.07,0,normal
3,2026-07-01T00:16:07+00:00,203.51.3.8,GET,/,200,109.66,0,normal
3,2026-07-01T00:16:10+00:00,203.51.3.8,GET,/shop,200,86.69,0,normal
3,2026-07-01T00:16:17+00:00,203.51.3.4,GET,/shop,200,139.34,0,normal
3,2026-07-01T00:16:19+00:00,203.51.3.5,GET,/,200,125.67,0,normal
3,2026-07-01T00:16:21+00:00,203.51.3.3,GET,/,403,89.94,0,normal
3,2026-07-01T00:16:32+00:00,203.51.3.6,GET,/shop,200,123.9,0,normal
3,2026-07-01T00:16:37+00:00,203.51.3.7,GET,/product/shirt,200,117.89,0,normal
3,2026-07-01T00:16:55+00:00,203.51.3.8,GET,/product/shirt,200,162.19,0,normal
3,2026-07-01T00:17:02+00:00,203.51.3.4,GET,/shop,404,177.18,0,normal
3,2026-07-01T00:17:03+00:00,203.51.3.6,GET,/,200,143.5,0,normal
3,2026-07-01T00:17:10+00:00,203.51.3.6,GET,/cart,200,74.7,0,normal
3,2026-07-01T00:17:16+00:00,203.51.3.3,GET,/shop,200,135.59,0,normal
3,2026-07-01T00:17:17+00:00,203.51.3.1,POST,/checkout,200,231.97,0,normal
3,2026-07-01T00:17:22+00:00,203.51.3.1,GET,/checkout,200,142.45,0,normal
3,2026-07-01T00:17:26+00:00,203.51.3.7,GET,/product/shoes,200,56.81,0,normal
3,2026-07-01T00:17:27+00:00,203.51.3.5,GET,/,200,52.06,0,normal
3,2026-07-01T00:17:29+00:00,203.51.3.3,GET,/my-account-2/,200,89.74,0,normal
3,2026-07-01T00:17:31+00:00,203.51.3.7,GET,/,200,91.46,0,normal
3,2026-07-01T00:17:49+00:00,203.51.3.5,GET,/wp-content/uploads/banner.jpg,200,92.25,0,normal
3,2026-07-01T00:17:53+00:00,203.51.3.8,GET,/wp-content/uploads/banner.jpg,200,175.25,0,normal
3,2026-07-01T00:17:56+00:00,203.51.3.6,GET,/,200,116.24,0,normal
3,2026-07-01T00:18:05+00:00,203.51.3.2,GET,/shop,200,110.51,0,normal
3,2026-07-01T00:18:07+00:00,203.51.3.8,GET,/product/shirt,302,88.25,0,normal
3,2026-07-01T00:18:08+00:00,203.51.3.8,GET,/shop,200,156.23,0,normal
3,2026-07-01T00:18:22+00:00,203.51.3.7,GET,/,302,132.71,0,normal
3,2026-07-01T00:18:23+00:00,203.51.3.5,GET,/,200,105.39,0,normal
3,2026-07-01T00:18:23+00:00,203.51.3.8,GET,/product/shoes,200,136.72,0,normal
3,2026-07-01T00:18:26+00:00,203.51.3.2,GET,/shop,200,69.25,0,normal
3,2026-07-01T00:18:28+00:00,203.51.3.3,GET,/shop,200,93.64,0,normal
3,2026-07-01T00:18:32+00:00,203.51.3.3,GET,/product/shirt,200,164.54,0,normal
3,2026-07-01T00:18:45+00:00,203.51.3.8,GET,/my-account-2/,404,91.76,0,normal
3,2026-07-01T00:18:52+00:00,203.51.3.1,GET,/shop,404,127.2,0,normal
3,2026-07-01T00:18:53+00:00,203.51.3.5,GET,/product/shoes,302,70.21,0,normal
3,2026-07-01T00:18:53+00:00,203.51.3.6,GET,/wp-content/uploads/banner.jpg,200,162.07,0,normal
3,2026-07-01T00:18:56+00:00,203.51.3.2,GET,/product/shoes,302,180.61,0,normal
3,2026-07-01T00:19:06+00:00,203.51.3.8,GET,/checkout,302,177.14,0,normal
3,2026-07-01T00:19:07+00:00,203.51.3.7,GET,/,200,97.34,0,normal
3,2026-07-01T00:19:08+00:00,203.51.3.3,GET,/,200,86.43,0,normal
3,2026-07-01T00:19:10+00:00,203.51.3.3,GET,/product/shoes,200,96.02,0,normal
3,2026-07-01T00:19:11+00:00,203.51.3.1,GET,/,200,105.5,0,normal
3,2026-07-01T00:19:13+00:00,203.51.3.1,GET,/product/shoes,200,126.77,0,normal
3,2026-07-01T00:19:20+00:00,203.51.3.3,GET,/,200,106.76,0,normal
3,2026-07-01T00:19:31+00:00,203.51.3.6,GET,/product/shirt,200,96.13,0,normal
3,2026-07-01T00:19:33+00:00,203.51.3.5,GET,/my-account-2/,302,158.69,0,normal
3,2026-07-01T00:19:37+00:00,203.51.3.5,GET,/shop,200,98.46,0,normal
3,2026-07-01T00:19:38+00:00,203.51.3.4,GET,/cart,200,154.39,0,normal
3,2026-07-01T00:19:39+00:00,203.51.3.6,GET,/cart,302,81.86,0,normal
3,2026-07-01T00:19:41+00:00,203.51.3.3,GET,/product/shirt,200,111.48,0,normal
3,2026-07-01T00:19:42+00:00,203.51.3.3,POST,/cart,302,135.96,0,normal
3,2026-07-01T00:19:54+00:00,203.51.3.1,GET,/my-account-2/,200,116.92,0,normal
4,2026-07-01T00:20:01+00:00,203.51.4.3,GET,/shop,200,70.99,0,normal
4,2026-07-01T00:20:10+00:00,203.51.4.1,GET,/product/shoes,302,130.27,0,normal
4,2026-07-01T00:20:26+00:00,203.51.4.5,GET,/shop,302,144.22,0,normal
4,2026-07-01T00:20:28+00:00,203.51.4.7,POST,/cart,200,161.58,0,normal
4,2026-07-01T00:20:30+00:00,203.51.4.5,GET,/shop,200,97.13,0,normal
4,2026-07-01T00:20:36+00:00,203.51.4.8,GET,/product/shoes,302,147.32,0,normal
4,2026-07-01T00:20:39+00:00,203.51.4.8,GET,/shop,200,74.24,0,normal
4,2026-07-01T00:20:46+00:00,203.51.4.6,GET,/my-account-2/,200,104.7,0,normal
4,2026-07-01T00:20:47+00:00,203.51.4.5,GET,/,302,124.31,0,normal
4,2026-07-01T00:20:48+00:00,203.51.4.4,GET,/product/shoes,200,117.56,0,normal
4,2026-07-01T00:20:55+00:00,203.51.4.1,GET,/product/shirt,200,146.52,0,normal
4,2026-07-01T00:20:55+00:00,203.51.4.4,GET,/,200,78.55,0,normal
4,2026-07-01T00:20:55+00:00,203.51.4.5,GET,/,200,132.63,0,normal
4,2026-07-01T00:20:58+00:00,203.51.4.8,GET,/product/shirt,200,112.54,0,normal
4,2026-07-01T00:20:59+00:00,203.51.4.1,GET,/,200,222.96,0,normal
4,2026-07-01T00:21:02+00:00,203.51.4.1,GET,/,200,106.0,0,normal
4,2026-07-01T00:21:02+00:00,203.51.4.5,GET,/checkout,200,193.26,0,normal
4,2026-07-01T00:21:04+00:00,203.51.4.2,GET,/product/shirt,200,123.16,0,normal
4,2026-07-01T00:21:07+00:00,203.51.4.3,GET,/,302,106.58,0,normal
4,2026-07-01T00:21:09+00:00,203.51.4.1,GET,/,302,136.9,0,normal
4,2026-07-01T00:21:14+00:00,203.51.4.8,GET,/product/shirt,302,120.21,0,normal
4,2026-07-01T00:21:19+00:00,203.51.4.1,GET,/shop,200,93.1,0,normal
4,2026-07-01T00:21:19+00:00,203.51.4.7,GET,/my-account-2/,302,50.34,0,normal
4,2026-07-01T00:21:29+00:00,203.51.4.3,GET,/shop,403,153.5,0,normal
4,2026-07-01T00:21:29+00:00,203.51.4.3,GET,/,200,112.35,0,normal
4,2026-07-01T00:21:50+00:00,203.51.4.2,GET,/product/shirt,200,131.39,0,normal
4,2026-07-01T00:22:04+00:00,203.51.4.8,GET,/product/shoes,404,167.43,0,normal
4,2026-07-01T00:22:10+00:00,203.51.4.7,GET,/,200,114.59,0,normal
4,2026-07-01T00:22:16+00:00,203.51.4.6,GET,/,404,99.7,0,normal
4,2026-07-01T00:22:20+00:00,203.51.4.4,GET,/,200,99.97,0,normal
4,2026-07-01T00:22:22+00:00,203.51.4.6,GET,/product/shoes,200,143.17,0,normal
4,2026-07-01T00:22:23+00:00,203.51.4.1,GET,/product/shoes,200,134.3,0,normal
4,2026-07-01T00:22:38+00:00,203.51.4.8,POST,/cart,200,145.51,0,normal
4,2026-07-01T00:22:46+00:00,203.51.4.4,GET,/my-account-2/,200,101.88,0,normal
4,2026-07-01T00:22:46+00:00,203.51.4.8,GET,/shop,200,101.24,0,normal
4,2026-07-01T00:22:53+00:00,203.51.4.4,GET,/product/shirt,200,85.95,0,normal
4,2026-07-01T00:22:59+00:00,203.51.4.6,GET,/,200,116.15,0,normal
4,2026-07-01T00:22:59+00:00,203.51.4.8,POST,/checkout,200,166.28,0,normal
4,2026-07-01T00:23:00+00:00,203.51.4.5,GET,/wp-content/uploads/banner.jpg,200,96.73,0,normal
4,2026-07-01T00:23:03+00:00,203.51.4.1,POST,/cart,200,143.25,0,normal
4,2026-07-01T00:23:25+00:00,203.51.4.4,GET,/shop,200,234.37,0,normal
4,2026-07-01T00:23:29+00:00,203.51.4.1,GET,/product/shoes,200,70.21,0,normal
4,2026-07-01T00:23:34+00:00,203.51.4.6,GET,/product/shirt,200,20.0,0,normal
4,2026-07-01T00:23:35+00:00,203.51.4.3,GET,/shop,200,140.87,0,normal
4,2026-07-01T00:23:37+00:00,203.51.4.7,GET,/,200,97.18,0,normal
4,2026-07-01T00:23:40+00:00,203.51.4.4,GET,/shop,200,98.44,0,normal
4,2026-07-01T00:23:47+00:00,203.51.4.1,GET,/,200,68.14,0,normal
4,2026-07-01T00:23:47+00:00,203.51.4.4,GET,/shop,200,134.66,0,normal
4,2026-07-01T00:23:55+00:00,203.51.4.8,GET,/,404,144.57,0,normal
4,2026-07-01T00:23:57+00:00,203.51.4.1,GET,/shop,200,80.19,0,normal
4,2026-07-01T00:24:02+00:00,203.51.4.5,GET,/shop,200,95.82,0,normal
4,2026-07-01T00:24:09+00:00,203.51.4.7,GET,/,200,99.07,0,normal
4,2026-07-01T00:24:14+00:00,203.51.4.7,GET,/shop,200,128.46,0,normal
4,2026-07-01T00:24:16+00:00,203.51.4.7,GET,/product/shirt,200,70.16,0,normal
4,2026-07-01T00:24:22+00:00,203.51.4.7,POST,/cart,200,85.23,0,normal
4,2026-07-01T00:24:26+00:00,203.51.4.4,POST,/cart,200,120.6,0,normal
4,2026-07-01T00:24:36+00:00,203.51.4.1,GET,/shop,200,161.34,0,normal
4,2026-07-01T00:24:42+00:00,203.51.4.4,GET,/,200,149.9,0,normal
4,2026-07-01T00:24:45+00:00,203.51.4.6,GET,/checkout,302,243.83,0,normal
4,2026-07-01T00:24:47+00:00,203.51.4.1,GET,/product/shirt,200,35.36,0,normal
4,2026-07-01T00:24:49+00:00,203.51.4.6,GET,/,302,31.27,0,normal
4,2026-07-01T00:24:50+00:00,203.51.4.7,GET,/shop,200,99.24,0,normal
4,2026-07-01T00:24:53+00:00,203.51.4.8,GET,/product/shoes,200,125.15,0,normal
5,2026-07-01T00:25:21+00:00,203.51.5.2,GET,/my-account-2/,200,66.72,0,normal
5,2026-07-01T00:25:28+00:00,203.51.5.1,GET,/my-account-2/,200,120.7,0,normal
5,2026-07-01T00:25:38+00:00,203.51.5.1,GET,/,200,86.42,0,normal
5,2026-07-01T00:25:39+00:00,203.51.5.2,POST,/cart,200,171.9,0,normal
